goodreads_book_id,tag_id,count
1540,2438,17
1540,3389,16
1540,2431,14
1540,3358,12
1540,1511,11
1540,3392,10
1554,2424,93
1554,1642,70
1554,2429,68
1554,2732,50
1554,2438,43
1554,2759,32
1554,2425,32
1554,2431,30
1554,3271,28
1554,1659,27
1554,3389,25
1554,2448,22
1554,1078,21
1554,1511,21
1554,3392,20
1591,2424,41
1591,2429,28
1591,3885,20
1591,2438,18
1591,1642,16
1591,2732,14
1591,2425,12
1591,1659,10
1591,2759,10
1591,2448,9
1591,3883,9
1591,4949,6
1591,2431,6
1591,2449,6
1617,3611,580
1617,4615,401
1617,1642,313
1617,4949,298
1617,4594,263
1617,4605,253
1617,3389,154
1617,2104,143
1617,3392,111
1617,1128,105
1617,4600,103
1617,4611,102
1617,4587,99
1617,3371,90
1617,3616,89
1617,4561,81
1617,4568,75
1618,3371,207
1618,4949,193
1618,4959,158
1618,3389,60
1618,3586,54
1618,1642,52
1618,893,49
1618,3392,48
1618,1243,47
1618,3250,47
1618,3885,45
1618,3251,45
1618,1076,39
1618,4967,37
1618,3589,37
1618,240,35
1618,1659,32
1618,831,32
1618,4971,30
1618,805,30
1618,4970,29
1618,1265,29
1618,1973,29
1618,895,28
1622,1642,182
1622,350,129
1622,1659,68
1622,2104,59
1622,1078,59
1622,1128,45
1624,4605,315
1624,1746,310
1624,4949,155
1624,1691,133
1624,3611,83
1624,4615,81
1624,3659,74
1624,4594,43
1624,3389,31
1624,3371,31
1624,4985,26
1624,3392,22
1624,4568,18
1624,4611,18
1624,923,17
1624,3616,17
1624,1416,16
1624,2104,14
1624,4561,14
1624,3358,13
1624,4607,13
1624,1642,12
1624,4959,11
1624,3377,10
1624,4600,10
1624,1750,9
1624,3379,8
1624,3608,8
1624,4306,8
1624,414,7
1624,3598,7
1624,4968,6
1625,362,76
1625,1642,60
1625,1659,42
1625,2104,27
1625,3271,26
1625,1128,22
1625,3392,22
1625,3389,20
1625,1078,20
1625,344,20
1625,3371,18
1625,831,18
1627,1642,68
1627,2277,61
1627,1659,53
1627,3389,38
1627,3392,28
1627,923,26
1627,2313,24
1627,617,20
1627,3371,19
1627,2312,12
1627,2104,11
1627,3379,11
1627,1078,10
1627,2674,10
1633,1416,77
1633,3371,46
1633,3379,21
1633,1642,19
1633,3392,18
1633,4670,17
1633,3389,13
1633,4767,13
1635,3389,11
1635,3371,9
1635,1416,9
1635,4670,7
1635,3358,5
1635,194,5
1635,3379,4
1635,3392,3
1635,3377,3
1635,190,3
1635,860,2
1715,240,127
1715,2424,104
1715,236,73
1715,251,62
1715,2732,57
1715,2445,42
1715,2425,34
1715,2438,32
1715,248,28
1715,2435,26
1715,261,24
1715,1642,23
1715,254,18
1715,2448,18
1715,272,17
1715,2449,16
1715,1511,15
1715,2429,15
1823,3389,39
1823,3392,31
1823,3358,21
1823,3371,15
1823,4605,13
1823,4949,9
1823,941,8
1823,2271,5
1823,1642,5
1823,722,5
1823,617,5
1823,603,4
1823,3379,4
1823,3377,4
1823,783,4
1823,855,4
1824,3389,23
1824,3392,23
1824,3371,19
1824,1416,16
1824,3358,14
1824,4605,11
1824,2305,9
1824,4949,8
1824,2277,7
1824,2271,6
1824,603,6
1824,941,5
1824,3379,5
1824,2580,5
1824,1642,4
1824,3377,4
1842,2705,247
1842,3389,141
1842,1416,138
1842,3392,103
1842,3371,73
1842,3358,46
1842,1511,46
1842,1642,42
1842,2277,39
1842,1746,32
1842,3379,31
1842,3377,28
1842,923,27
1842,2224,26
1842,487,25
1845,4605,1907
1845,1691,1164
1845,4594,269
1845,4615,246
1845,4949,244
1845,1938,234
1845,1642,176
1845,3389,140
1845,3392,122
1845,3371,108
1845,2277,101
1845,4587,78
1845,2104,74
1845,3611,69
1845,4561,69
1845,4611,65
1845,1416,61
1845,923,57
1845,2313,53
1845,1669,52
1845,3377,45
1845,4568,43
1845,4600,42
1845,1668,42
1846,4434,9
1846,3392,8
1846,2104,7
1846,1642,7
1846,1416,7
1846,1691,6
1846,3389,5
1846,3371,5
1846,3358,5
1846,3377,5
1848,4605,709
1848,3216,237
1848,4949,155
1848,3611,142
1848,240,138
1848,4594,107
1848,4615,104
1848,3218,89
1848,236,83
1848,251,63
1848,1642,41
1848,923,37
1848,261,37
1848,3232,36
1848,4611,34
1848,248,31
1848,4587,31
1848,254,30
1848,4985,29
1848,4561,25
1848,3231,25
1848,3392,24
1848,4568,24
1848,1416,22
1848,3596,22
1848,3389,21
1848,4600,21
1848,2928,21
1848,3358,20
1848,272,17
1848,3371,16
1848,3230,16
1849,3389,27
1849,3371,24
1849,1540,17
1849,3379,14
1849,3358,12
1849,1614,9
1849,1691,8
1849,1542,6
1849,1642,6
1849,1659,6
1849,3377,5
1849,1554,5
1849,3392,4
1849,617,4
1849,1128,3
1849,4076,3
1852,1691,929
1852,2580,674
1852,2313,189
1852,2277,170
1852,240,152
1852,3389,126
1852,3392,104
1852,1938,102
1852,3885,96
1852,236,95
1852,923,82
1852,2545,82
1852,3371,81
1852,2312,80
1852,2573,66
1852,1542,64
1852,1642,60
1852,1659,59
1852,400,50
1852,3358,48
1852,3379,46
1852,251,42
1852,254,39
1852,3377,38
1852,2287,38
1869,1642,103
1869,4605,67
1869,4985,44
1869,3885,41
1869,3389,38
1869,3392,33
1869,3371,31
1869,1669,29
1869,4615,28
1869,1668,27
1869,2305,24
1869,4949,23
1869,2705,22
1869,603,21
1869,4959,19
1869,4968,19
1869,611,15
1869,1511,15
1875,1511,81
1875,2705,23
1875,923,22
1875,1510,22
1875,1416,10
1875,461,7
1875,2703,7
1885,2104,1064
1885,1642,912
1885,509,872
1885,4949,731
1885,240,606
1885,3389,605
1885,1659,549
1885,3392,515
1885,3445,492
1885,1128,440
1885,236,363
1885,3371,325
1885,1416,270
1885,2106,246
1885,251,225
1885,3358,214
1897,1691,169
1897,4605,11
1897,4615,10
1897,1709,5
1897,2277,4
1897,1642,4
1897,1694,4
1897,1702,4
1897,4561,3
1897,722,3
1897,1669,3
1897,2687,3
1897,1938,3
1897,1706,3
1897,1701,3
1897,1542,2
1897,783,2
1897,4594,2
1898,1691,312
1898,4605,187
1898,3389,107
1898,3371,86
1898,4949,71
1898,4615,51
1898,3611,47
1898,1669,43
1898,3392,42
1898,1668,37
1898,4594,36
1898,3358,33
1898,3377,30
1898,3379,28
1898,4587,27
1898,4611,27
1898,4600,26
1898,1642,25
1898,1416,24
1898,487,24
1898,3216,24
1898,4959,23
1898,3616,22
1898,4596,19
1898,4607,19
1911,3389,61
1911,1416,41
1911,3371,36
1911,3392,28
1911,4949,26
1911,3379,22
1911,3358,17
1911,617,17
1911,1642,14
1911,941,13
1911,3377,13
1934,240,444
1934,509,438
1934,4949,343
1934,2313,325
1934,2277,310
1934,2104,298
1934,236,239
1934,3389,187
1934,1642,177
1934,2312,173
1934,1659,173
1934,251,162
1934,3392,151
1934,1416,146
1934,3371,113
1953,509,374
1953,240,280
1953,1642,241
1953,4949,213
1953,3389,210
1953,3392,190
1953,2104,178
1953,1659,170
1953,236,164
1953,3358,146
1953,3371,145
1953,1416,127
1953,251,118
1990,240,83
1990,509,50
1990,236,48
1990,251,35
1990,261,31
1990,248,23
1990,272,19
1990,254,17
1990,371,14
1990,3392,12
1990,3371,11
1990,3389,8
1990,252,8
1990,1659,7
1990,3358,6
1990,375,6
1990,237,5
1990,521,5
1990,522,5
1990,518,5
1990,831,4
2002,1691,3
2002,1128,3
2002,2223,2
2049,2277,37
2049,430,16
2049,923,15
2049,2313,13
2049,3392,12
2049,3371,6
2049,2312,6
2049,2294,5
2049,1642,5
2049,1659,5
2049,432,5
2050,240,95
2050,236,64
2050,251,43
2050,3389,36
2050,3392,33
2050,430,31
2050,3371,28
2050,923,28
2050,261,24
2050,2313,22
2050,248,20
2050,272,16
2050,2294,14
2050,1642,14
2050,3358,14
2050,254,12
2050,2312,9
2050,271,9
2050,4949,8
2050,2271,7
2050,2335,7
2050,928,7
2052,240,191
2052,2277,141
2052,236,117
2052,4949,117
2052,3392,90
2052,3389,86
2052,923,82
2052,3371,77
2052,2313,77
2052,420,73
2052,251,72
2052,1659,42
2052,254,40
2052,2312,37
2052,248,35
2052,1416,35
2052,3358,31
2052,2294,25
2052,261,25
2052,3379,24
2052,2271,21
2052,2335,19
2052,3377,19
2054,240,101
2054,236,66
2054,2277,55
2054,4949,41
2054,251,39
2054,923,34
2054,2313,27
2054,261,27
2054,248,27
2054,206,27
2054,2224,24
2054,3371,22
2054,442,22
2054,3392,21
2054,3389,19
2054,272,18
2054,199,17
2054,2335,15
2054,254,15
2054,204,14
2054,1642,13
2054,3358,12
2054,1659,12
2054,3069,12
2054,2242,12
2054,2294,11
2054,3379,9
2054,1416,8
2054,2241,8
2067,3308,186
2067,2705,13
2067,3315,11
2067,4631,10
2067,3313,10
2067,1416,8
2067,3310,8
2067,3371,5
2067,3314,5
2067,3392,4
2067,1283,4
2067,3311,4
2067,2277,3
2067,4949,3
2067,134,3
2067,3312,3
2068,4631,117
2068,3308,22
2068,2705,10
2068,1416,4
2068,134,4
2068,4632,4
2068,1511,3
2068,3315,3
2094,3288,48
2094,3389,36
2094,3392,27
2094,3371,19
2094,3291,13
2094,1642,10
2094,3377,9
2094,4859,6
2094,3283,6
2094,1416,5
2094,4517,4
2095,3288,81
2095,3389,39
2095,3392,24
2095,3291,22
2095,3371,18
2095,3379,9
2095,3773,7
2095,3377,6
2095,4461,6
2095,3289,6
2095,1416,5
2095,1511,5
2122,2867,180
2122,3704,154
2122,2277,111
2122,1416,109
2122,2104,98
2122,1642,91
2122,1659,86
2122,2313,76
2122,3389,73
2122,923,71
2122,4949,67
2122,3392,50
2122,3358,47
2122,2312,39
2122,3371,38
2122,3703,34
2122,430,28
2137,240,72
2137,236,57
2137,261,46
2137,251,37
2137,2277,30
2137,1195,25
2137,248,19
2137,1659,16
2137,272,16
2137,254,12
2137,919,11
2137,1642,10
2137,4949,10
2137,487,10
2137,2313,9
2137,611,8
2137,2312,8
2137,1194,8
2137,2104,7
2137,3392,7
2137,923,7
2137,2271,6
2137,1196,6
2137,237,5
2137,250,5
2142,1691,35
2142,1659,13
2142,4949,11
2142,1540,8
2142,3389,5
2142,3392,5
2142,1542,4
2142,3358,4
2142,2104,3
2142,615,3
2142,3379,3
2142,3377,3
2152,4949,215
2152,1659,104
2152,3445,94
2152,1642,63
2152,3371,38
2152,3392,34
2152,615,34
2152,1416,34
2152,3389,29
2152,3448,29
2152,2277,24
2152,4985,22
2152,611,21
2152,941,21
2152,4959,19
2152,3453,17
2152,3379,16
2152,617,16
2152,4076,15
2152,603,14
2152,4968,13
2152,3452,12
2156,509,530
2156,4949,412
2156,3445,366
2156,240,309
2156,1642,298
2156,3389,297
2156,3392,243
2156,1659,217
2156,2104,200
2156,236,174
2156,3371,159
2156,251,115
2156,1128,89
2156,3358,89
2156,3379,84
2156,3377,76
2156,4021,73
2156,371,73
2159,4605,126
2159,3389,32
2159,4949,28
2159,3611,25
2159,4615,21
2159,4594,18
2159,3358,15
2159,1416,14
2159,3392,12
2159,3371,12
2159,4561,11
2159,2277,10
2159,3377,10
2159,2305,10
2159,3379,9
2159,3596,9
2159,2271,8
2159,4587,8
2159,617,8
2159,4600,6
2165,2313,537
2165,2277,522
2165,240,383
2165,1691,374
2165,923,282
2165,236,213
2165,2312,210
2165,1642,175
2165,4949,153
2165,1659,143
2165,251,122
2165,3389,102
2165,2287,95
2165,3392,85
2165,2104,82
2165,3371,77
2165,442,74
2165,254,60
2175,509,415
2175,240,320
2175,4949,216
2175,236,185
2175,251,106
2175,1416,105
2175,1642,91
2175,1659,81
2175,3389,76
2175,3392,73
2175,3885,67
2175,254,63
2175,3371,55
2175,248,55
2175,371,49
2175,1684,46
2183,509,90
2183,240,86
2183,236,58
2183,251,33
2183,261,25
2183,248,25
2183,272,21
2183,371,19
2183,433,14
2183,254,9
2183,1416,9
2183,192,9
2183,522,7
2183,237,6
2183,252,6
2183,4949,6
2187,4949,1202
2187,240,351
2187,1659,309
2187,1642,303
2187,2277,224
2187,3389,222
2187,236,206
2187,1416,168
2187,3392,165
2187,3371,154
2187,2104,151
2187,251,138
2187,4959,122
2187,2313,114
2187,4985,112
2187,4968,78
2187,941,74
2187,3358,72
2187,254,69
2187,603,67
2187,3379,67
2187,2312,64
2187,3677,63
2187,2271,60
2187,248,59
2199,4605,1245
2199,2305,379
2199,4594,243
2199,3389,98
2199,3371,91
2199,4615,86
2199,3392,83
2199,4949,83
2199,1482,81
2199,2284,73
2199,2277,50
2199,3358,50
2199,3377,42
2199,2271,40
2199,1416,40
2199,2322,33
2199,4611,32
2199,3379,28
2199,4587,28
2199,2104,27
2199,509,27
2199,1642,26
2199,4561,26
2199,206,25
2199,4634,22
2199,2224,22
2199,4600,21
2199,4614,16
2199,1480,16
2203,4605,2591
2203,2305,483
2203,4594,395
2203,4615,149
2203,2323,123
2203,4561,84
2203,2277,83
2203,3389,75
2203,3392,75
2203,3371,67
2203,3358,62
2203,4949,62
2203,4611,62
2203,2271,50
2203,2322,47
2203,4587,38
2203,1581,35
2203,3379,34
2203,3611,31
2203,4600,31
2203,392,31
2203,3377,30
2203,4634,29
2203,1416,24
2203,1642,23
2203,2450,22
2203,4607,21
2203,506,21
2255,4605,19
2255,4949,11
2255,3389,10
2255,1416,9
2255,1642,6
2255,4615,6
2255,4594,6
2255,3392,5
2255,4307,5
2255,4915,4
2265,3611,111
2265,4605,65
2265,4615,36
2265,3596,17
2265,4611,16
2265,3608,16
2265,4594,13
2265,4561,11
2265,4600,11
2265,1691,9
2265,1642,9
2265,3616,8
2265,2919,8
2265,4634,7
2265,4587,7
2265,3594,7
2265,3614,6
2265,4568,6
2265,4570,6
2265,4477,6
2265,609,5
2265,4949,5
2265,4959,5
2265,4597,5
2265,3321,5
2265,3371,4
2265,2277,4
2265,617,4
2265,4617,4
2265,605,4
2265,4511,4
2265,4476,4
2265,3389,3
2265,1416,3
2279,4605,299
2279,4594,182
2279,2305,181
2279,4615,62
2279,4561,32
2279,2322,32
2279,3371,31
2279,4611,28
2279,2271,24
2279,923,24
2279,3392,23
2279,3358,23
2279,4634,21
2279,2277,17
2279,3389,16
2279,4587,16
2279,1416,12
2279,4614,10
2279,3377,8
2279,4949,8
2279,3611,8
2279,4568,8
2279,4607,8
2279,3379,7
2279,3614,7
2279,4596,7
2368,4605,633
2368,2305,121
2368,4594,87
2368,4615,39
2368,3371,23
2368,3389,22
2368,3392,18
2368,4949,18
2368,4561,18
2368,4611,15
2368,2277,13
2368,2322,12
2368,509,10
2368,3358,8
2368,3379,7
2368,3377,7
2368,4634,7
2368,4614,7
2368,2271,6
2368,1642,6
2368,1416,6
2368,2270,6
2368,4600,5
2368,1668,5
2368,4604,5
2368,923,4
2368,3677,4
2368,2450,4
2368,4621,4
2371,2305,110
2371,3389,49
2371,3392,41
2371,3371,38
2371,3358,23
2371,4949,20
2371,3377,19
2371,509,18
2371,3379,14
2371,2277,11
2371,1642,10
2371,2271,9
2371,1668,8
2371,4614,6
2371,831,5
2371,2339,4
2371,506,4
2371,829,4
2371,368,4
2372,2305,87
2372,3371,22
2372,3377,17
2372,3389,15
2372,3392,14
2372,509,14
2372,3358,11
2372,923,10
2372,2271,9
2372,4605,8
2372,3379,6
2372,4949,6
2372,1691,5
2372,1416,5
2372,2277,4
2372,894,3
2373,1642,36
2373,3389,28
2373,1659,21
2373,3392,19
2373,1540,17
2373,3371,12
2373,4949,12
2373,2277,11
2373,547,10
2430,3371,4
2430,1691,3
2430,1554,3
2430,500,3
2430,2104,2
2430,3379,2
2430,1659,2
2430,4949,2
2430,1540,2
2430,2158,2
2430,503,2
2430,2071,2
2430,499,2
2430,4475,1
2430,1292,1
2430,505,1
2430,1262,1
2442,3389,58
2442,3392,42
2442,1691,41
2442,1642,36
2442,3371,29
2442,4021,28
2442,487,24
2442,3358,20
2442,923,18
2442,1659,18
2442,4859,17
2442,3379,15
2493,1691,343
2493,240,291
2493,509,239
2493,3389,179
2493,236,175
2493,3392,150
2493,1642,129
2493,251,117
2493,3371,87
2493,1659,83
2493,4949,82
2493,3379,60
2493,371,57
2493,254,54
2493,3358,45
2493,3377,43
2517,2938,89
2517,1416,75
2517,4949,70
2517,3216,42
2517,2928,25
2517,923,21
2517,350,19
2517,487,16
2517,2931,16
2517,3389,14
2517,3392,13
2517,3371,13
2517,3218,13
2517,941,11
2517,3027,11
2526,4949,366
2526,1416,116
2526,1642,92
2526,2768,85
2526,923,84
2526,1659,81
2526,3389,65
2526,3371,53
2526,3392,52
2526,487,38
2526,2104,37
2526,1128,32
2526,4461,32
2526,4765,32
2526,2766,31
2528,4949,19
2528,4461,13
2528,3631,10
2528,923,7
2528,1416,6
2528,487,4
2528,933,4
2530,240,47
2530,236,32
2530,261,30
2530,3631,23
2530,248,17
2530,251,16
2530,272,14
2530,923,12
2530,1416,12
2530,254,11
2530,4461,10
2530,1128,7
2530,1078,6
2530,473,6
2547,2104,46
2547,923,42
2547,2828,37
2547,1642,34
2547,4949,21
2547,2835,18
2547,3389,16
2547,1416,16
2612,3389,234
2612,3392,196
2612,4949,192
2612,3371,138
2612,1642,107
2612,3377,87
2612,3379,71
2612,3358,63
2612,1416,62
2612,1669,47
2612,4197,42
2612,1713,39
2612,1668,37
2612,4200,34
2615,3389,21
2615,4670,21
2615,3371,12
2615,3358,8
2615,4418,7
2615,3392,6
2615,1416,6
2615,194,5
2623,509,503
2623,240,362
2623,236,207
2623,1642,190
2623,3389,188
2623,3392,186
2623,1659,171
2623,251,148
2623,4949,146
2623,1416,133
2623,4514,113
2623,3371,109
2623,3358,90
2623,2104,85
2623,4021,80
2623,254,74
2657,4949,1437
2657,2104,1076
2657,2277,860
2657,2313,832
2657,1642,722
2657,240,678
2657,1659,612
2657,923,508
2657,1128,423
2657,3389,406
2657,2312,399
2657,3885,365
2657,3392,355
2657,236,353
2657,3371,312
2657,2287,236
2657,2106,233
2657,251,230
2666,240,137
2666,236,87
2666,2277,65
2666,251,55
2666,254,41
2666,2313,40
2666,923,38
2666,4949,38
2666,248,36
2666,473,34
2666,1416,33
2666,261,31
2666,3371,29
2666,3389,26
2666,1659,23
2666,3392,22
2666,2312,22
2666,3358,22
2666,272,21
2666,2271,19
2666,2104,16
2666,1642,16
2666,2294,13
2666,2335,11
2666,275,10
2666,930,9
2677,261,41
2677,236,38
2677,240,37
2677,392,26
2677,251,19
2677,272,18
2677,248,13
2677,254,9
2677,1642,8
2677,356,7
2677,271,4
2677,2690,4
2677,1659,3
2677,267,3
2677,273,3
2677,365,3
2696,1642,98
2696,327,91
2696,1659,72
2696,1137,66
2696,3885,50
2696,1691,31
2696,1511,30
2696,3371,27
2696,2690,27
2696,3389,25
2696,1416,25
2715,3389,76
2715,4949,68
2715,1416,61
2715,3371,51
2715,3392,49
2715,1642,19
2715,3358,18
2715,3377,17
2715,2705,14
2715,3379,10
2715,1668,10
2743,4605,244
2743,3611,114
2743,1499,76
2743,4615,55
2743,4594,46
2743,1642,43
2743,4611,21
2743,4600,15
2743,4561,13
2743,3596,12
2743,4587,11
2743,4568,11
2743,3608,10
2743,2158,10
2743,4949,9
2743,1629,9
2743,4617,9
2743,3614,8
2744,3389,361
2744,3392,325
2744,3371,208
2744,1642,189
2744,1659,115
2744,1691,110
2744,3379,101
2744,3358,85
2744,3377,84
2744,4949,65
2744,1416,48
2744,617,45
2748,487,10
2748,2277,9
2748,1416,9
2748,617,9
2748,923,8
2748,1659,8
2748,1128,6
2748,2106,5
2748,1642,5
2748,496,5
2748,3297,4
2767,2305,347
2767,2277,81
2767,1416,81
2767,2271,73
2767,3389,63
2767,3392,62
2767,3371,34
2767,1511,34
2767,3358,31
2767,1642,27
2767,2335,21
2767,4949,21
2767,1559,20
2767,923,19
2784,2938,170
2784,3027,89
2784,3106,45
2784,2982,44
2784,3169,28
2784,1732,24
2784,1511,22
2784,3001,22
2784,3120,21
2784,461,17
2784,923,13
2784,2955,12
2784,2970,12
2784,2998,12
2784,2867,9
2784,3084,9
2784,1063,9
2784,2967,8
2784,2950,8
2784,134,7
2784,2705,7
2784,3179,7
2784,3076,6
2784,1713,6
2784,836,5
2794,2277,216
2794,240,139
2794,2313,137
2794,236,96
2794,923,81
2794,2312,66
2794,1416,63
2794,4949,61
2794,251,51
2794,261,46
2794,450,39
2794,1659,33
2794,2271,27
2794,248,27
2794,254,25
2794,2104,21
2794,2294,18
2794,1642,18
2794,2098,18
2839,1691,198
2839,3885,141
2839,2104,80
2839,3677,72
2839,3392,66
2839,3389,64
2839,4949,57
2839,3371,55
2865,2938,677
2865,4949,480
2865,1642,231
2865,1659,229
2865,3027,100
2865,362,88
2865,4985,78
2865,3389,73
2865,4959,67
2865,2277,64
2865,3392,59
2865,923,59
2865,3016,58
2865,3371,55
2865,2313,48
2865,2104,45
2865,611,44
2865,617,34
2865,3166,33
2865,3377,32
2865,4968,29
2872,4949,39
2872,1659,34
2872,1642,22
2872,3392,17
2872,3371,17
2872,611,16
2872,3389,14
2872,1416,14
2872,941,13
2872,509,12
2872,3377,11
2872,2277,10
2872,923,10
2872,4985,8
2872,609,7
2872,3379,7
2872,2938,7
2872,615,6
2872,617,6
2872,2313,5
2872,895,5
2872,2530,5
2873,2938,55
2873,4949,43
2873,1642,27
2873,1659,24
2873,3371,15
2873,617,15
2873,3392,14
2873,615,13
2873,611,13
2873,3027,11
2873,2277,10
2873,3389,9
2873,3377,9
2873,3016,9
2873,2313,8
2873,2104,7
2873,3379,7
2873,487,7
2873,350,7
2873,941,6
2873,4985,6
2873,4968,6
2873,923,5
2873,1416,5
2873,1684,5
2879,4755,104
2879,1540,21
2879,2593,19
2879,1691,15
2879,1542,9
2879,1128,3
2879,1078,3
2879,1642,2
2879,831,2
2879,3216,2
2879,2594,2
2880,4755,163
2880,2593,83
2880,1540,69
2880,1691,37
2880,1542,15
2880,2595,12
2880,1078,7
2880,1128,6
2915,1691,162
2915,3371,20
2915,1542,20
2915,3389,17
2915,1540,13
2915,3392,8
2915,1225,7
2915,1642,6
2915,3379,6
2915,3377,6
2915,973,5
2932,1691,973
2932,240,268
2932,392,196
2932,236,167
2932,251,92
2932,3389,69
2932,3392,66
2932,1137,66
2932,1416,51
2932,1542,50
2932,1642,49
2932,3371,48
2932,254,46
2932,1659,45
2932,248,41
2932,4949,39
2932,356,36
2932,1010,31
2932,3358,30
2956,1691,1272
2956,2313,568
2956,2277,561
2956,509,425
2956,240,378
2956,2312,302
2956,236,230
2956,3389,211
2956,3885,204
2956,1642,178
2956,3392,174
2956,251,151
2956,1659,149
2956,4949,146
2956,2287,136
2956,3371,115
2956,2271,114
2956,3358,111
2956,2759,91
2956,2104,86
2956,2335,83
2978,4949,30
2978,3216,29
2978,923,13
2978,1659,12
2978,420,12
2978,1642,9
2978,2104,8
2978,1153,8
2978,3392,5
2978,3371,5
2978,1711,5
2978,3218,5
2978,3358,4
2978,251,4
2978,1709,4
2978,1416,4
2998,4949,204
2998,2104,200
2998,3389,176
2998,3392,154
2998,923,139
2998,1691,111
2998,3371,110
3008,2104,101
3008,3389,82
3008,3392,75
3008,4834,67
3008,923,66
3008,509,59
3008,3371,45
3008,4949,39
3028,3483,19
3028,3389,18
3028,3392,13
3028,3358,10
3028,1416,9
3028,4670,7
3028,3371,6
3028,2277,6
3028,3379,5
3028,923,4
3028,3486,4
3049,3140,210
3049,1691,56
3049,3142,54
3049,327,37
3049,1642,36
3049,3147,29
3049,1659,27
3049,3389,11
3049,1511,11
3049,2761,11
3061,2938,207
3061,2982,20
3061,3045,8
3061,3169,7
3061,3101,5
3061,3008,4
3061,2955,3
3061,3082,3
3061,3027,2
3061,3001,2
3061,3179,2
3061,2417,2
3061,2591,2
3061,3011,2
3061,2939,2
3061,3051,1
3061,2966,1
3061,49,1
3061,64,1
3061,2094,1
3061,336,1
3061,3164,1
3061,3088,1
3061,3349,1
3061,429,1
3061,3775,1
3061,3720,1
3061,3010,1
3087,240,259
3087,4949,161
3087,923,156
3087,236,124
3087,251,85
3087,1642,84
3087,3389,80
3087,3392,75
3087,1659,73
3087,3371,70
3087,400,57
3087,2104,51
3087,254,45
3087,248,44
3087,261,31
3087,1416,29
3087,3377,25
3102,240,176
3102,236,104
3102,923,103
3102,4949,70
3102,251,63
3102,1659,35
3102,254,33
3102,1642,32
3102,248,30
3102,405,26
3102,261,24
3102,1416,22
3102,4985,18
3102,272,17
3102,2104,14
3102,400,14
3102,930,13
3102,4790,13
3103,923,57
3103,1642,27
3103,1659,22
3103,3389,21
3103,4949,16
3103,3371,14
3103,3358,14
3103,3392,12
3103,1128,10
3103,1416,10
3103,405,9
3103,4790,9
3103,2106,8
3103,4514,8
3109,4949,270
3109,3389,157
3109,1854,134
3109,3392,125
3109,1416,112
3109,3371,94
3109,1642,79
3109,2705,78
3109,3358,45
3109,2104,37
3109,4631,35
3109,3379,33
3109,1668,33
3109,206,28
3109,2224,27
3110,4949,127
3110,2305,124
3110,3371,91
3110,3389,86
3110,3392,68
3110,4605,59
3110,1642,44
3110,3379,41
3110,3377,35
3110,2277,32
3110,2271,20
3110,617,20
3110,3358,17
3110,1416,17
3110,1669,16
3110,4615,15
3110,2335,14
3110,1668,12
3110,4985,11
3110,2104,9
3110,603,8
3273,4949,1056
3273,4959,93
3273,1659,90
3273,1642,88
3273,4985,68
3273,4968,66
3273,509,35
3273,1416,30
3273,3389,29
3273,3371,29
3273,3358,28
3273,4971,27
3273,3392,24
3273,2104,21
3273,2305,21
3273,4965,19
3273,4970,17
3273,4958,16
3273,3379,15
3273,4967,14
3273,671,14
3273,4972,12
3273,781,12
3291,1642,17
3291,923,10
3291,2116,10
3291,4949,6
3291,4461,6
3291,4985,3
3291,4915,3
3300,4949,42
3300,3371,19
3300,2116,18
3300,3389,15
3300,1659,15
3300,1416,14
3300,350,14
3300,1642,12
3300,3392,11
3300,1691,10
3300,4605,8
3300,3377,7
3300,603,6
3300,334,6
3300,941,5
3300,4985,5
3304,1691,127
3304,2116,15
3304,4461,11
3304,2223,10
3304,609,9
3304,1416,9
3304,1711,9
3304,1542,8
3304,1642,8
3304,3653,8
3368,3001,10
3368,2938,8
3378,2277,21
3378,1195,21
3378,1659,20
3378,923,16
3378,1416,14
3378,487,14
3378,4949,13
3378,2313,12
3378,919,12
3378,1642,11
3378,1194,8
3378,1196,7
3378,2271,6
3378,617,6
3378,1138,5
3379,1659,10
3379,1642,7
3379,611,6
3379,4949,5
3379,617,5
3379,605,5
3379,941,4
3379,615,3
3379,2277,3
3379,2313,3
3379,3297,3
3379,603,2
3379,627,2
3381,1659,12
3381,617,10
3381,3389,7
3381,611,7
3381,3392,6
3381,1642,6
3381,2277,5
3381,609,5
3381,941,4
3381,4949,4
3381,615,3
3381,2271,3
3381,923,3
3381,1416,3
3381,823,3
3381,279,3
3384,1659,11
3384,1642,9
3384,2277,8
3384,4949,7
3384,500,7
3384,1416,6
3384,2106,5
3384,2271,4
3384,609,4
3384,923,4
3384,698,4
3384,617,4
3384,2766,4
3388,4949,94
3388,923,35
3388,4017,31
3388,4985,28
3388,1642,27
3388,261,27
3388,4016,23
3388,4031,22
3388,272,19
3388,4018,17
3388,267,16
3388,204,16
3388,2104,15
3388,199,14
3388,3389,13
3388,4026,13
3388,487,12
3388,4034,12
3388,275,10
3388,4027,10
3388,4024,10
3388,1078,9
3388,4959,9
3388,4968,9
3412,1642,95
3412,2104,69
3412,1416,38
3412,3461,31
3412,3467,28
3412,3475,28
3412,3392,24
3412,2928,24
3412,3371,23
3412,206,22
3412,2100,21
3412,3389,17
3412,4017,17
3412,2931,17
3412,199,16
3412,1120,14
3412,1078,13
3412,4949,13
3412,204,13
3412,3465,12
3412,4034,12
3412,3474,11
3431,1790,91
3431,2104,83
